SN,Severity,Equipment,Equipment ID,Alarm Name,Generation Time,End Time,Fault Code,
648,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-07-19 14:01:39,2021-07-19 14:01:57,0
647,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-07-19 12:39:36,2021-07-19 12:41:24,0
646,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-07-19 12:38:32,2021-07-19 12:38:51,0
645,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-07-19 10:45:50,2021-07-19 10:56:24,0
644,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-07-14 19:03:06,2021-07-14 19:05:34,0
643,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-07-14 17:21:50,2021-07-14 17:24:12,0
630,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2021-06-09 12:50:56,2021-06-09 12:57:14,0
625,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-06-06 22:00:24,2021-06-06 22:00:25,0
618,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2021-03-16 10:53:35,2021-03-16 11:02:21,0
615,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-02-25 17:45:06,2021-02-25 17:45:19,0
612,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-02-25 17:39:47,2021-02-25 17:40:11,0
609,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-02-25 17:32:14,2021-02-25 17:32:44,0
606,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-02-25 17:02:23,2021-02-25 17:04:17,0
605,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-02-24 11:19:43,2021-02-24 11:20:02,0
604,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2021-02-17 11:41:46,2021-02-17 11:42:16,0
603,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2021-02-17 11:09:58,2021-02-17 11:10:05,0
600,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-02-01 13:13:16,2021-02-01 13:13:29,0
597,Critical,ECC800_FM03,0x0001,water_sensor_1 DI alarm,2021-02-01 12:56:49,2021-02-01 12:56:56,0
595,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-02-01 12:56:34,2021-02-01 12:56:53,0
592,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-02-01 12:30:12,2021-02-01 12:30:36,0
590,Critical,ECC800_FM03,0x0001,water_sensor_1 DI alarm,2021-02-01 12:29:55,2021-02-01 12:29:59,0
588,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-02-01 12:20:41,2021-02-01 12:29:55,0
586,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2021-01-31 11:52:34,2021-01-31 11:53:15,0
585,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2021-01-31 11:47:27,2021-01-31 11:50:14,0
584,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2021-01-31 11:44:14,2021-01-31 11:45:40,0
583,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2021-01-31 11:36:54,2021-01-31 11:43:35,0
582,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2021-01-06 15:05:40,2021-01-06 15:05:42,0
581,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2021-01-06 15:05:36,2021-01-06 15:05:36,0
580,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2021-01-06 15:05:32,2021-01-06 15:05:33,0
579,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2021-01-06 14:29:35,2021-01-06 14:29:40,0
578,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2021-01-06 14:28:43,2021-01-06 14:28:46,0
577,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2021-01-06 14:17:25,2021-01-06 14:18:57,0
576,Critical,ECC800_FM03,0x0001,water_sensor_1 DI alarm,2021-01-06 14:15:14,2021-01-06 14:15:21,0
575,Critical,ECC800_FM03,0x0001,water_sensor_1 DI alarm,2021-01-06 14:15:01,2021-01-06 14:15:09,0
574,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-12-09 11:20:59,2020-12-09 11:21:05,0
573,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-12-09 11:20:23,2020-12-09 11:20:27,0
572,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-12-09 11:18:22,2020-12-09 11:18:24,0
571,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2020-12-06 11:39:42,2020-12-06 11:39:49,0
570,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2020-12-06 11:38:17,2020-12-06 11:38:35,0
569,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2020-12-06 11:36:50,2020-12-06 11:37:54,0
568,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2020-12-06 11:36:32,2020-12-06 11:36:44,0
567,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2020-12-06 11:13:17,2020-12-06 11:13:29,0
566,Critical,ECC800_FM03,0x0001,water_sensor_2 DI alarm,2020-12-06 11:08:16,2020-12-06 11:13:11,0
564,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-29 09:31:29,2020-11-29 09:32:44,0
563,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:49:17,2020-11-03 10:50:27,0
562,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:47:05,2020-11-03 10:47:58,0
561,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:43:45,2020-11-03 10:46:43,0
560,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:33:11,2020-11-03 10:33:18,0
559,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:32:31,2020-11-03 10:32:38,0
558,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:31:44,2020-11-03 10:31:57,0
557,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:31:04,2020-11-03 10:31:11,0
556,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:27:41,2020-11-03 10:27:48,0
555,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:26:26,2020-11-03 10:26:33,0
554,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:25:17,2020-11-03 10:25:24,0
553,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:24:37,2020-11-03 10:24:44,0
552,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:23:50,2020-11-03 10:23:58,0
551,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:22:29,2020-11-03 10:22:36,0
550,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:21:48,2020-11-03 10:21:56,0
549,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:20:10,2020-11-03 10:20:18,0
548,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:18:49,2020-11-03 10:18:57,0
547,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:16:19,2020-11-03 10:16:27,0
546,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:15:39,2020-11-03 10:15:46,0
545,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:14:58,2020-11-03 10:15:05,0
544,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:14:11,2020-11-03 10:14:19,0
543,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:13:31,2020-11-03 10:13:38,0
542,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:12:50,2020-11-03 10:12:57,0
541,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-11-03 10:11:47,2020-11-03 10:12:05,0
540,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-10-21 11:38:25,2020-10-21 11:42:21,0
535,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-07-22 11:26:08,2020-07-22 11:26:09,0
534,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-07-22 10:57:19,2020-07-22 10:57:41,0
533,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-07-22 10:56:52,2020-07-22 10:57:13,0
532,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-07-22 10:56:41,2020-07-22 10:56:42,0
531,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-07-22 10:56:38,2020-07-22 10:56:40,0
530,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-07-22 10:56:01,2020-07-22 10:56:02,0
529,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-07-22 10:19:28,2020-07-22 10:19:32,0
528,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-07-22 10:18:41,2020-07-22 10:18:46,0
527,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-07-21 11:03:04,2020-07-21 11:09:52,0
526,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-06-07 11:36:18,2020-06-07 11:37:45,0
525,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-06-07 11:34:29,2020-06-07 11:36:07,0
524,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-06-07 11:23:17,2020-06-07 11:25:59,0
523,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-06-07 11:11:43,2020-06-07 11:14:42,0
522,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-06-07 09:30:53,2020-06-07 09:31:23,0
466,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-03-08 09:12:24,2020-03-08 09:17:11,0
464,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-03-03 18:14:42,2020-03-03 18:27:30,0
463,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-03-03 09:27:53,2020-03-03 09:32:40,0
461,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-03-01 09:05:52,2020-03-01 09:07:02,0
460,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-03-01 08:47:39,2020-03-01 09:01:24,0
459,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-02-27 08:48:47,2020-02-27 08:49:17,0
458,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-02-27 08:47:38,2020-02-27 08:48:14,0
457,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-02-27 08:45:43,2020-02-27 08:46:59,0
456,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-02-25 08:54:29,2020-02-25 09:12:35,0
452,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-02-17 11:02:54,2020-02-17 11:03:18,0
451,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-02-17 11:00:48,2020-02-17 11:02:15,0
446,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-02-10 07:59:16,2020-02-10 08:02:26,0
419,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-02-04 16:26:15,2020-02-04 16:26:28,0
413,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2020-02-04 10:47:46,2020-02-04 10:50:39,0
409,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2020-01-30 11:05:36,2020-01-30 11:05:38,0
362,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-12 15:11:39,2019-11-12 15:12:43,0
361,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-12 15:09:38,2019-11-12 15:10:14,0
360,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-12 15:08:00,2019-11-12 15:08:42,0
359,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-12 15:06:28,2019-11-12 15:07:10,0
358,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-12 15:03:54,2019-11-12 15:04:40,0
357,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-12 15:00:28,2019-11-12 15:02:35,0
356,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-11-12 09:49:01,2019-11-12 09:49:06,0
355,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-11-12 09:48:53,2019-11-12 09:48:55,0
354,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-11-12 09:48:27,2019-11-12 09:48:27,0
353,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-11 16:18:06,2019-11-11 16:18:36,0
352,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-11 16:15:48,2019-11-11 16:16:24,0
351,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-07 15:08:17,2019-11-07 15:10:30,0
350,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-11-07 14:37:16,2019-11-07 14:37:21,0
349,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-07 14:30:51,2019-11-07 14:32:52,0
347,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-06 14:35:06,2019-11-06 14:37:02,0
346,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-06 11:25:40,2019-11-06 11:26:10,0
345,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-06 11:22:55,2019-11-06 11:23:08,0
344,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-06 11:21:25,2019-11-06 11:22:10,0
343,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-06 11:20:24,2019-11-06 11:20:31,0
342,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-06 11:17:18,2019-11-06 11:19:05,0
341,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-06 10:31:20,2019-11-06 10:31:35,0
340,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-06 10:02:58,2019-11-06 10:03:06,0
339,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-06 10:00:28,2019-11-06 10:00:52,0
338,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-06 09:58:49,2019-11-06 10:00:06,0
337,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-06 09:57:29,2019-11-06 09:57:59,0
329,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-05 15:47:01,2019-11-05 15:47:14,0
328,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-05 15:28:05,2019-11-05 15:28:13,0
327,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-05 15:17:06,2019-11-05 15:17:13,0
326,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-05 15:15:34,2019-11-05 15:16:04,0
325,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-05 15:14:07,2019-11-05 15:14:14,0
324,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-05 15:12:12,2019-11-05 15:12:19,0
323,Critical,ECC800_FM03,0x0001,DEF System Anti-Incendie DI alarm,2019-11-05 15:11:29,2019-11-05 15:11:42,0
320,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-11-05 14:28:04,2019-11-05 14:28:11,0
319,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 14:21:48,2019-11-05 14:21:55,0
318,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 13:50:34,2019-11-05 13:50:41,0
317,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 13:44:58,2019-11-05 13:45:07,0
316,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 13:43:36,2019-11-05 13:43:43,0
315,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 13:28:32,2019-11-05 13:28:40,0
314,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 13:27:50,2019-11-05 13:27:57,0
313,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 13:25:55,2019-11-05 13:26:02,0
312,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 13:25:24,2019-11-05 13:25:32,0
311,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 13:24:26,2019-11-05 13:24:33,0
310,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 13:07:35,2019-11-05 13:07:42,0
309,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 12:53:07,2019-11-05 12:53:14,0
308,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 12:51:43,2019-11-05 12:51:51,0
307,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 12:46:01,2019-11-05 12:46:08,0
306,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 12:33:26,2019-11-05 12:33:33,0
305,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-11-05 12:26:05,2019-11-05 12:26:26,0
304,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-11-05 08:47:42,2019-11-05 08:47:49,0
303,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-11-05 08:41:04,2019-11-05 08:41:05,0
295,Critical,MultiFunctionalSensor_FM03_02,0x5302,Smoke alarm,2019-11-03 15:52:11,2019-11-03 15:52:23,0
284,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-11-03 11:23:42,2019-11-03 11:23:43,0
282,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-10-31 15:34:07,2019-10-31 15:34:14,0
281,Critical,ECC800_FM03,0x0001,DEF DI alarm,2019-10-31 15:26:25,2019-10-31 15:26:32,0
280,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-31 12:59:33,2019-10-31 12:59:35,0
279,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-31 10:53:52,2019-10-31 10:53:54,0
276,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-29 11:30:28,2019-10-29 11:30:31,0
215,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-27 09:10:29,2019-10-27 09:10:31,0
214,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-27 09:02:37,2019-10-27 09:02:39,0
204,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-24 10:37:06,2019-10-24 10:37:07,0
175,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-20 10:22:19,2019-10-20 10:22:21,0
174,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-17 14:32:43,2019-10-17 14:32:46,0
173,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-17 14:32:37,2019-10-17 14:32:37,0
172,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-17 14:32:06,2019-10-17 14:32:07,0
171,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-17 13:38:04,2019-10-17 13:38:06,0
159,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-15 11:47:53,2019-10-15 11:47:54,0
157,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-15 11:47:22,2019-10-15 11:47:23,0
147,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-14 12:27:49,2019-10-14 12:27:58,0
145,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-14 12:04:26,2019-10-14 12:04:27,0
144,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-14 12:03:40,2019-10-14 12:03:50,0
143,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-14 11:48:14,2019-10-14 11:48:16,0
142,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-14 11:48:11,2019-10-14 11:48:12,0
139,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-14 11:35:10,2019-10-14 11:35:11,0
138,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-14 11:34:10,2019-10-14 11:34:15,0
137,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-14 11:33:21,2019-10-14 11:33:32,0
136,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-14 11:32:15,2019-10-14 11:32:28,0
135,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-14 11:31:47,2019-10-14 11:31:48,0
134,Critical,MultiFunctionalSensor_FM03_01,0x5301,Smoke alarm,2019-10-14 11:31:35,2019-10-14 11:31:35,0
1014,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-11-04 17:47:32,2025-11-04 17:47:45,1
1013,Major,ECC800_FM03,0x0001,Power module1 faulty,2025-11-04 14:00:00,2025-11-04 14:00:04,0
1012,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-11-02 14:40:15,2025-11-02 14:41:37,1
1011,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-10-29 08:40:48,2025-10-29 08:41:00,1
1006,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-10-09 17:30:59,2025-10-09 17:31:13,1
1005,Major,Access Actuator2_FM3,0x5203,Illegal open door,2025-10-09 16:07:53,2025-10-09 16:13:33,1
1002,Major,ECC800_FM03,0x0001,Power module1 faulty,2025-10-09 14:16:47,2025-10-09 14:17:34,0
1001,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-10-09 14:16:46,2025-10-09 14:17:22,1
999,Major,Access Actuator2_FM3,0x5203,Illegal open door,2025-10-08 15:00:33,2025-10-08 15:00:44,1
996,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-09-22 08:46:02,2025-09-22 08:46:13,1
995,Major,Access Actuator2_FM3,0x5203,Illegal open door,2025-09-21 13:53:00,2025-09-21 13:53:12,1
994,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-09-21 09:24:03,2025-09-21 09:24:15,1
993,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-07-24 09:25:15,2025-07-24 09:25:28,1
992,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-07-20 10:10:10,2025-07-20 10:12:27,1
991,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-07-05 14:22:14,2025-07-05 14:22:43,1
990,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-06-25 04:50:30,2025-06-25 04:50:41,1
989,Major,ECC800_FM03,0x0001,Power module2 faulty,2025-06-23 19:48:00,2025-06-23 19:48:13,0
988,Major,ECC800_FM03,0x0001,Power module2 faulty,2025-06-23 19:38:27,2025-06-23 19:39:06,0
987,Major,ECC800_FM03,0x0001,Power module2 faulty,2025-06-23 19:31:38,2025-06-23 19:31:55,0
986,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-06-17 09:03:23,2025-06-17 09:04:16,1
985,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-06-16 23:05:49,2025-06-16 23:09:43,1
984,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-06-16 22:58:47,2025-06-16 22:58:59,1
983,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-06-16 22:48:53,2025-06-16 22:49:09,1
982,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-06-16 22:14:16,2025-06-16 22:15:59,1
981,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-06-15 19:48:05,2025-06-15 19:48:17,1
980,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-06-15 19:46:58,2025-06-15 19:47:40,1
968,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-01-18 16:22:00,2025-01-18 16:22:11,1
967,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-01-18 16:18:46,2025-01-18 16:19:12,1
966,Major,Access Actuator1_FM3,0x5201,Illegal open door,2025-01-15 15:27:18,2025-01-15 15:27:31,1
965,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-11-18 10:58:59,2024-11-18 10:59:13,1
964,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-11-18 10:51:34,2024-11-18 10:51:46,1
963,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-11-18 10:51:15,2024-11-18 10:51:25,1
962,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-11-18 10:41:26,2024-11-18 10:41:43,1
961,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-11-18 10:39:17,2024-11-18 10:39:49,1
944,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-09-02 09:11:34,2024-09-02 09:12:09,1
930,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-07-25 09:03:46,2024-07-25 09:04:08,1
929,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-06-06 17:48:07,2024-06-06 17:48:18,1
928,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-06-06 17:47:34,2024-06-06 17:47:58,1
927,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-06-06 17:46:38,2024-06-06 17:47:12,1
926,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-06-06 17:44:27,2024-06-06 17:45:09,1
925,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-06-06 17:43:04,2024-06-06 17:44:01,1
924,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-06-06 17:42:07,2024-06-06 17:42:56,1
923,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-06-06 17:40:35,2024-06-06 17:41:13,1
903,Major,ECC800_FM03,0x0001,water_sensor_2 wiring error alarm,2024-04-14 10:37:37,2024-04-14 10:37:54,0
893,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-04-06 02:26:43,2024-04-06 02:27:03,1
892,Major,Access Actuator1_FM3,0x5201,Illegal open door,2024-04-05 21:03:01,2024-04-05 21:03:18,1
875,Major,Access Actuator1_FM3,0x5201,Illegal open door,2023-12-05 09:14:55,2023-12-05 09:16:28,1
858,Major,Access Actuator1_FM3,0x5201,Illegal open door,2023-05-02 08:46:41,2023-05-02 08:46:55,1
