Equipment,Equipment ID,Performance Data,Statistical Period,Statistical Start Time,Value,Unit,
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2023-06-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2023-06-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2023-06-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2023-06-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2023-06-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2023-07-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2023-07-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2023-07-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2023-07-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2023-07-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2023-08-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2023-08-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2023-08-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2023-08-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2023-08-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2023-09-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2023-09-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2023-09-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2023-09-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2023-09-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2023-10-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2023-10-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2023-10-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2023-10-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2023-10-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2023-11-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2023-11-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2023-11-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2023-11-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2023-11-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2023-12-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2023-12-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2023-12-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2023-12-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2023-12-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-01-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-01-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-01-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-01-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-01-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-02-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-02-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-02-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-02-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-02-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-03-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-03-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-03-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-03-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-03-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-04-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-04-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-04-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-04-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-04-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-05-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-05-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-05-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-05-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-05-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-06-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-06-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-06-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-06-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-06-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-07-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-07-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-07-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-07-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-07-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-08-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-08-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-08-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-08-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-08-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-09-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-09-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-09-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-09-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-09-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-10-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-10-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-10-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-10-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-10-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-11-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-11-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-11-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-11-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-11-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2024-12-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2024-12-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2024-12-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2024-12-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2024-12-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2025-01-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2025-01-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2025-01-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2025-01-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2025-01-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2025-02-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2025-02-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2025-02-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2025-02-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2025-02-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2025-03-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2025-03-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2025-03-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2025-03-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2025-03-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2025-04-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2025-04-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2025-04-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2025-04-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2025-04-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2025-05-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2025-05-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2025-05-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2025-05-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2025-05-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2025-06-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2025-06-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2025-06-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2025-06-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2025-06-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2025-07-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2025-07-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2025-07-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2025-07-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2025-07-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2025-08-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2025-08-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2025-08-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2025-08-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2025-08-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2025-09-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2025-09-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2025-09-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2025-09-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2025-09-01 00:00:00,"	No Data","	%RH"
"	ECC800_FM01", 0x01,"	Module accumulate electric by hour", 1 Month, 2025-10-01 00:00:00,"	0.00","	kWh"
"	Cooling", 0x04,"	Module cooling channel temperature", 1 Month, 2025-10-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module cooling channel humidity", 1 Month, 2025-10-01 00:00:00,"	No Data","	%RH"
"	Cooling", 0x04,"	Module hot channel temperature", 1 Month, 2025-10-01 00:00:00,"	No Data","	℃"
"	Cooling", 0x04,"	Module hot channel humidity", 1 Month, 2025-10-01 00:00:00,"	No Data","	%RH"
