SN,Severity,Equipment,Equipment ID,Alarm Name,Generation Time,End Time,Fault Code,
41736,Critical,Multi-Func Sensor01_FM2,0x5302,Smoke alarm,2025-10-09 09:36:34,2025-10-09 09:36:36,0
41734,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-09-22 12:26:58,2025-09-22 12:32:50,0
41733,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-09-22 11:56:10,2025-09-22 12:01:33,0
41729,Critical,Multi-Func Sensor01_FM2,0x5302,Smoke alarm,2025-07-03 09:49:53,2025-07-03 09:49:54,0
41701,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 13:59:03,2025-04-10 14:06:12,0
41700,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 13:24:07,2025-04-10 13:28:31,0
41699,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 13:11:04,2025-04-10 13:12:22,0
41698,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 13:09:07,2025-04-10 13:10:20,0
41697,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 13:01:17,2025-04-10 13:04:21,0
41696,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 12:56:50,2025-04-10 12:58:49,0
41695,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 12:54:35,2025-04-10 12:56:11,0
41694,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 12:50:58,2025-04-10 12:54:02,0
41693,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 12:47:24,2025-04-10 12:47:26,0
41692,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 10:42:36,2025-04-10 10:43:02,0
41691,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 10:41:43,2025-04-10 10:41:51,0
41690,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2025-04-10 10:29:43,2025-04-10 10:36:57,0
41684,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 13:18:02,2024-09-02 13:22:43,0
41683,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 13:13:40,2024-09-02 13:15:27,0
41682,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 13:10:34,2024-09-02 13:11:46,0
41681,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 10:35:52,2024-09-02 10:36:18,0
41680,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 10:31:05,2024-09-02 10:31:07,0
41679,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 10:30:23,2024-09-02 10:30:25,0
41678,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 10:29:00,2024-09-02 10:29:03,0
41677,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 10:15:51,2024-09-02 10:15:53,0
41676,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 10:11:02,2024-09-02 10:11:04,0
41675,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 10:08:43,2024-09-02 10:08:45,0
41674,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 10:05:44,2024-09-02 10:05:46,0
41673,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 10:01:39,2024-09-02 10:01:42,0
41672,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:54:15,2024-09-02 09:54:18,0
41671,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:48:34,2024-09-02 09:48:36,0
41670,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:44:23,2024-09-02 09:44:25,0
41669,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:38:26,2024-09-02 09:38:28,0
41668,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:28:42,2024-09-02 09:28:45,0
41667,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:26:11,2024-09-02 09:26:13,0
41666,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:21:00,2024-09-02 09:21:02,0
41665,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:19:32,2024-09-02 09:19:34,0
41664,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:17:19,2024-09-02 09:17:21,0
41663,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:05:23,2024-09-02 09:05:25,0
41662,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:03:27,2024-09-02 09:03:29,0
41661,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:02:17,2024-09-02 09:02:20,0
41660,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 09:00:44,2024-09-02 09:00:47,0
41659,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 08:59:34,2024-09-02 08:59:36,0
41658,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 08:58:35,2024-09-02 08:58:38,0
41657,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 08:57:26,2024-09-02 08:57:28,0
41656,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 08:56:21,2024-09-02 08:56:29,0
41655,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 08:55:22,2024-09-02 08:55:30,0
41654,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 08:54:06,2024-09-02 08:54:20,0
41653,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 08:52:15,2024-09-02 08:53:10,0
41652,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 08:50:42,2024-09-02 08:50:56,0
41651,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-09-02 08:47:41,2024-09-02 08:48:42,0
41650,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-08-13 15:19:06,2024-08-13 15:19:31,0
41637,Critical,Multi-Func Sensor02_FM2,0x5303,Smoke alarm,2024-05-07 09:56:14,2024-05-07 09:56:16,0
41636,Critical,ECC800_FM02,0x0001,Water_sensor_01 DI alarm,2024-04-16 11:48:08,2024-04-16 11:49:25,0
41635,Critical,ECC800_FM02,0x0001,Water_sensor_01 DI alarm,2024-04-15 13:31:30,2024-04-15 13:32:58,0
41633,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 13:31:20,2024-01-28 13:35:04,0
41632,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 13:27:09,2024-01-28 13:30:01,0
41631,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 13:22:13,2024-01-28 13:24:47,0
41630,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 12:02:29,2024-01-28 12:02:32,0
41629,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 11:36:35,2024-01-28 11:36:37,0
41628,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 11:35:19,2024-01-28 11:35:21,0
41627,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 11:34:09,2024-01-28 11:34:11,0
41626,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 11:31:54,2024-01-28 11:31:56,0
41625,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 11:31:12,2024-01-28 11:31:15,0
41624,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 11:30:14,2024-01-28 11:30:16,0
41623,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 11:14:48,2024-01-28 11:14:50,0
41622,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 11:07:50,2024-01-28 11:07:53,0
41621,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 11:03:30,2024-01-28 11:03:32,0
41620,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 10:58:35,2024-01-28 10:58:49,0
41619,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 10:49:00,2024-01-28 10:49:14,0
41618,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 10:48:13,2024-01-28 10:48:15,0
41617,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 10:47:03,2024-01-28 10:47:17,0
41616,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2024-01-28 10:44:32,2024-01-28 10:44:34,0
41577,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 13:49:13,2023-07-31 13:53:20,0
41576,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 13:45:37,2023-07-31 13:48:17,0
41575,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 13:23:34,2023-07-31 13:30:42,0
41574,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 11:36:51,2023-07-31 11:36:53,0
41573,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 11:35:01,2023-07-31 11:35:03,0
41572,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 11:32:48,2023-07-31 11:32:50,0
41571,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 11:27:03,2023-07-31 11:27:06,0
41570,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 11:11:36,2023-07-31 11:11:39,0
41569,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 11:08:00,2023-07-31 11:08:02,0
41568,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 11:05:06,2023-07-31 11:05:20,0
41567,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 11:03:44,2023-07-31 11:03:46,0
41566,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 11:03:02,2023-07-31 11:03:05,0
41565,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 10:59:12,2023-07-31 10:59:26,0
41564,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 10:58:01,2023-07-31 10:58:27,0
41563,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-07-31 10:55:02,2023-07-31 10:55:33,0
40840,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-03-09 14:44:06,2023-03-09 14:54:03,0
40839,Critical,ECC800_FM02,0x0001,Water_sensor_02 DI alarm,2023-03-09 14:43:11,2023-03-09 14:44:17,0
40611,Critical,ECC800_FM02,0x0001,Water_sensor_02 DI alarm,2023-02-14 08:34:45,2023-02-14 08:34:47,0
40578,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 11:14:41,2023-02-06 11:18:43,0
40577,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 10:58:07,2023-02-06 11:02:56,0
40574,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 10:48:32,2023-02-06 10:53:33,0
40570,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 10:44:17,2023-02-06 10:47:08,0
40569,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 10:22:48,2023-02-06 10:22:50,0
40568,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 10:20:22,2023-02-06 10:22:03,0
40567,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 10:10:28,2023-02-06 10:10:31,0
40566,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 10:08:04,2023-02-06 10:08:12,0
40565,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 10:06:31,2023-02-06 10:06:45,0
40564,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 10:04:34,2023-02-06 10:04:49,0
40563,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 09:56:25,2023-02-06 09:56:27,0
40562,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 09:55:44,2023-02-06 09:55:46,0
40561,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 09:55:03,2023-02-06 09:55:05,0
40560,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 09:54:15,2023-02-06 09:54:17,0
40559,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 09:35:58,2023-02-06 09:36:00,0
40558,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 09:35:16,2023-02-06 09:35:19,0
40557,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 09:20:39,2023-02-06 09:20:41,0
40556,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-06 09:00:44,2023-02-06 09:00:58,0
40550,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-05 14:55:27,2023-02-05 14:55:29,0
40549,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-05 14:52:51,2023-02-05 14:52:59,0
40548,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-05 14:50:15,2023-02-05 14:50:23,0
40547,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-05 14:44:00,2023-02-05 14:44:09,0
40546,Critical,ECC800_FM02,0x0001,DEF System Anti-Incendie DI alarm,2023-02-05 14:28:41,2023-02-05 14:28:55,0
